,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-02 0:30:00,10.57
1,2021-10-02 1:00:00,10.57
2,2021-10-02 1:30:00,9.9
3,2021-10-02 2:00:00,11.34
4,2021-10-02 2:30:00,11.0
5,2021-10-02 3:00:00,11.0
6,2021-10-02 3:30:00,10.27
7,2021-10-02 4:00:00,10.52
8,2021-10-02 4:30:00,10.51
9,2021-10-02 5:00:00,10.51
10,2021-10-02 5:30:00,10.01
11,2021-10-02 6:00:00,10.82
12,2021-10-02 6:30:00,11.28
13,2021-10-02 7:00:00,8.85
14,2021-10-02 7:30:00,8.84
15,2021-10-02 8:00:00,8.82
16,2021-10-02 8:30:00,8.85
17,2021-10-02 9:00:00,8.86
18,2021-10-02 9:30:00,20.0
19,2021-10-02 10:00:00,13.0
20,2021-10-02 10:30:00,12.36
21,2021-10-02 11:00:00,8.82
22,2021-10-02 11:30:00,12.15
23,2021-10-02 12:00:00,8.84
24,2021-10-02 12:30:00,8.83
25,2021-10-02 13:00:00,8.78
26,2021-10-02 13:30:00,8.82
27,2021-10-02 14:00:00,12.21
28,2021-10-02 14:30:00,11.95
29,2021-10-02 15:00:00,10.53
30,2021-10-02 15:30:00,8.9
31,2021-10-02 16:00:00,11.44
32,2021-10-02 16:30:00,11.54
33,2021-10-02 17:00:00,12.07
34,2021-10-02 17:30:00,12.22
35,2021-10-02 18:00:00,15.01
36,2021-10-02 18:30:00,15.01
37,2021-10-02 19:00:00,12.14
38,2021-10-02 19:30:00,12.22
39,2021-10-02 20:00:00,12.24
40,2021-10-02 20:30:00,15.01
41,2021-10-02 21:00:00,15.68
42,2021-10-02 21:30:00,13.56
43,2021-10-02 22:00:00,13.5
44,2021-10-02 22:30:00,10.7
45,2021-10-02 23:00:00,10.89
46,2021-10-02 23:30:00,10.73
47,2021-10-03 00:00:00,10.71
