,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-10 0:30:00,10.42
1,2021-10-10 1:00:00,10.42
2,2021-10-10 1:30:00,7.73
3,2021-10-10 2:00:00,7.86
4,2021-10-10 2:30:00,7.89
5,2021-10-10 3:00:00,7.72
6,2021-10-10 3:30:00,7.71
7,2021-10-10 4:00:00,7.71
8,2021-10-10 4:30:00,7.89
9,2021-10-10 5:00:00,7.89
10,2021-10-10 5:30:00,7.89
11,2021-10-10 6:00:00,7.78
12,2021-10-10 6:30:00,8.25
13,2021-10-10 7:00:00,8.11
14,2021-10-10 7:30:00,7.61
15,2021-10-10 8:00:00,7.53
16,2021-10-10 8:30:00,7.36
17,2021-10-10 9:00:00,7.18
18,2021-10-10 9:30:00,7.35
19,2021-10-10 10:00:00,7.17
20,2021-10-10 10:30:00,7.22
21,2021-10-10 11:00:00,7.22
22,2021-10-10 11:30:00,7.25
23,2021-10-10 12:00:00,7.46
24,2021-10-10 12:30:00,7.51
25,2021-10-10 13:00:00,8.11
26,2021-10-10 13:30:00,7.56
27,2021-10-10 14:00:00,7.64
28,2021-10-10 14:30:00,8.08
29,2021-10-10 15:00:00,9.19
30,2021-10-10 15:30:00,10.48
31,2021-10-10 16:00:00,10.87
32,2021-10-10 16:30:00,10.29
33,2021-10-10 17:00:00,10.58
34,2021-10-10 17:30:00,10.58
35,2021-10-10 18:00:00,10.58
36,2021-10-10 18:30:00,10.59
37,2021-10-10 19:00:00,10.59
38,2021-10-10 19:30:00,10.55
39,2021-10-10 20:00:00,10.55
40,2021-10-10 20:30:00,10.55
41,2021-10-10 21:00:00,10.3
42,2021-10-10 21:30:00,8.32
43,2021-10-10 22:00:00,8.3
44,2021-10-10 22:30:00,8.29
45,2021-10-10 23:00:00,8.29
46,2021-10-10 23:30:00,8.28
47,2021-10-11 00:00:00,8.28
