,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-09-17 0:30:00,6.86
1,2021-09-17 1:00:00,6.86
2,2021-09-17 1:30:00,6.79
3,2021-09-17 2:00:00,6.78
4,2021-09-17 2:30:00,6.74
5,2021-09-17 3:00:00,6.79
6,2021-09-17 3:30:00,6.81
7,2021-09-17 4:00:00,6.81
8,2021-09-17 4:30:00,6.81
9,2021-09-17 5:00:00,6.81
10,2021-09-17 5:30:00,7.0
11,2021-09-17 6:00:00,7.0
12,2021-09-17 6:30:00,6.82
13,2021-09-17 7:00:00,6.85
14,2021-09-17 7:30:00,7.01
15,2021-09-17 8:00:00,7.13
16,2021-09-17 8:30:00,9.93
17,2021-09-17 9:00:00,10.2
18,2021-09-17 9:30:00,10.49
19,2021-09-17 10:00:00,7.65
20,2021-09-17 10:30:00,7.76
21,2021-09-17 11:00:00,7.83
22,2021-09-17 11:30:00,9.92
23,2021-09-17 12:00:00,9.92
24,2021-09-17 12:30:00,8.03
25,2021-09-17 13:00:00,8.06
26,2021-09-17 13:30:00,10.11
27,2021-09-17 14:00:00,10.17
28,2021-09-17 14:30:00,10.3
29,2021-09-17 15:00:00,10.6
30,2021-09-17 15:30:00,10.48
31,2021-09-17 16:00:00,10.48
32,2021-09-17 16:30:00,10.48
33,2021-09-17 17:00:00,10.48
34,2021-09-17 17:30:00,10.26
35,2021-09-17 18:00:00,10.26
36,2021-09-17 18:30:00,10.83
37,2021-09-17 19:00:00,10.83
38,2021-09-17 19:30:00,10.83
39,2021-09-17 20:00:00,10.83
40,2021-09-17 20:30:00,10.83
41,2021-09-17 21:00:00,7.47
42,2021-09-17 21:30:00,7.21
43,2021-09-17 22:00:00,7.21
44,2021-09-17 22:30:00,7.53
45,2021-09-17 23:00:00,7.41
46,2021-09-17 23:30:00,7.71
47,2021-09-18 00:00:00,7.4
