,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-12 0:30:00,8.14
1,2021-10-12 1:00:00,9.8
2,2021-10-12 1:30:00,8.7
3,2021-10-12 2:00:00,8.29
4,2021-10-12 2:30:00,8.3
5,2021-10-12 3:00:00,8.14
6,2021-10-12 3:30:00,7.83
7,2021-10-12 4:00:00,7.83
8,2021-10-12 4:30:00,7.83
9,2021-10-12 5:00:00,8.6
10,2021-10-12 5:30:00,8.5
11,2021-10-12 6:00:00,8.39
12,2021-10-12 6:30:00,9.93
13,2021-10-12 7:00:00,9.93
14,2021-10-12 7:30:00,10.0
15,2021-10-12 8:00:00,8.25
16,2021-10-12 8:30:00,8.25
17,2021-10-12 9:00:00,8.25
18,2021-10-12 9:30:00,15.0
19,2021-10-12 10:00:00,8.25
20,2021-10-12 10:30:00,8.25
21,2021-10-12 11:00:00,8.25
22,2021-10-12 11:30:00,8.25
23,2021-10-12 12:00:00,8.25
24,2021-10-12 12:30:00,8.1
25,2021-10-12 13:00:00,8.25
26,2021-10-12 13:30:00,8.25
27,2021-10-12 14:00:00,15.0
28,2021-10-12 14:30:00,15.0
29,2021-10-12 15:00:00,8.25
30,2021-10-12 15:30:00,8.33
31,2021-10-12 16:00:00,30.01
32,2021-10-12 16:30:00,34.3
33,2021-10-12 17:00:00,38.91
34,2021-10-12 17:30:00,35.0
35,2021-10-12 18:00:00,25.95
36,2021-10-12 18:30:00,25.95
37,2021-10-12 19:00:00,18.68
38,2021-10-12 19:30:00,12.35
39,2021-10-12 20:00:00,10.73
40,2021-10-12 20:30:00,10.73
41,2021-10-12 21:00:00,10.71
42,2021-10-12 21:30:00,10.29
43,2021-10-12 22:00:00,10.11
44,2021-10-12 22:30:00,9.02
45,2021-10-12 23:00:00,8.58
46,2021-10-12 23:30:00,8.29
47,2021-10-13 00:00:00,7.98
