,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-01 0:30:00,8.45
1,2021-10-01 1:00:00,8.45
2,2021-10-01 1:30:00,8.48
3,2021-10-01 2:00:00,8.49
4,2021-10-01 2:30:00,8.71
5,2021-10-01 3:00:00,8.8
6,2021-10-01 3:30:00,8.92
7,2021-10-01 4:00:00,7.54
8,2021-10-01 4:30:00,7.55
9,2021-10-01 5:00:00,8.93
10,2021-10-01 5:30:00,8.86
11,2021-10-01 6:00:00,8.79
12,2021-10-01 6:30:00,8.42
13,2021-10-01 7:00:00,8.14
14,2021-10-01 7:30:00,7.59
15,2021-10-01 8:00:00,8.25
16,2021-10-01 8:30:00,9.68
17,2021-10-01 9:00:00,10.3
18,2021-10-01 9:30:00,10.71
19,2021-10-01 10:00:00,10.78
20,2021-10-01 10:30:00,10.73
21,2021-10-01 11:00:00,10.73
22,2021-10-01 11:30:00,10.73
23,2021-10-01 12:00:00,10.73
24,2021-10-01 12:30:00,10.74
25,2021-10-01 13:00:00,10.64
26,2021-10-01 13:30:00,10.73
27,2021-10-01 14:00:00,10.73
28,2021-10-01 14:30:00,10.78
29,2021-10-01 15:00:00,10.79
30,2021-10-01 15:30:00,15.01
31,2021-10-01 16:00:00,30.0
32,2021-10-01 16:30:00,30.0
33,2021-10-01 17:00:00,55.01
34,2021-10-01 17:30:00,55.01
35,2021-10-01 18:00:00,41.64
36,2021-10-01 18:30:00,30.0
37,2021-10-01 19:00:00,55.01
38,2021-10-01 19:30:00,37.88
39,2021-10-01 20:00:00,34.01
40,2021-10-01 20:30:00,16.12
41,2021-10-01 21:00:00,13.0
42,2021-10-01 21:30:00,11.94
43,2021-10-01 22:00:00,11.62
44,2021-10-01 22:30:00,11.34
45,2021-10-01 23:00:00,12.74
46,2021-10-01 23:30:00,11.47
47,2021-10-02 00:00:00,11.55
