,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-20 0:30:00,10.33
1,2021-10-20 1:00:00,10.91
2,2021-10-20 1:30:00,10.81
3,2021-10-20 2:00:00,10.81
4,2021-10-20 2:30:00,10.81
5,2021-10-20 3:00:00,10.81
6,2021-10-20 3:30:00,9.86
7,2021-10-20 4:00:00,9.89
8,2021-10-20 4:30:00,9.89
9,2021-10-20 5:00:00,9.89
10,2021-10-20 5:30:00,10.81
11,2021-10-20 6:00:00,10.81
12,2021-10-20 6:30:00,11.01
13,2021-10-20 7:00:00,12.73
14,2021-10-20 7:30:00,13.02
15,2021-10-20 8:00:00,12.73
16,2021-10-20 8:30:00,10.86
17,2021-10-20 9:00:00,10.3
18,2021-10-20 9:30:00,10.86
19,2021-10-20 10:00:00,10.29
20,2021-10-20 10:30:00,7.63
21,2021-10-20 11:00:00,8.76
22,2021-10-20 11:30:00,8.66
23,2021-10-20 12:00:00,8.56
24,2021-10-20 12:30:00,8.46
25,2021-10-20 13:00:00,8.44
26,2021-10-20 13:30:00,8.34
27,2021-10-20 14:00:00,8.87
28,2021-10-20 14:30:00,10.3
29,2021-10-20 15:00:00,10.69
30,2021-10-20 15:30:00,11.73
31,2021-10-20 16:00:00,13.72
32,2021-10-20 16:30:00,14.29
33,2021-10-20 17:00:00,20.01
34,2021-10-20 17:30:00,25.06
35,2021-10-20 18:00:00,17.15
36,2021-10-20 18:30:00,14.29
37,2021-10-20 19:00:00,12.73
38,2021-10-20 19:30:00,12.73
39,2021-10-20 20:00:00,11.95
40,2021-10-20 20:30:00,11.73
41,2021-10-20 21:00:00,10.91
42,2021-10-20 21:30:00,11.73
43,2021-10-20 22:00:00,10.58
44,2021-10-20 22:30:00,11.73
45,2021-10-20 23:00:00,10.86
46,2021-10-20 23:30:00,9.89
47,2021-10-21 00:00:00,9.74
