,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-11-15 0:30:00,11.75
1,2021-11-15 1:00:00,9.17
2,2021-11-15 1:30:00,10.32
3,2021-11-15 2:00:00,10.32
4,2021-11-15 2:30:00,10.35
5,2021-11-15 3:00:00,10.32
6,2021-11-15 3:30:00,10.32
7,2021-11-15 4:00:00,10.32
8,2021-11-15 4:30:00,9.98
9,2021-11-15 5:00:00,9.75
10,2021-11-15 5:30:00,10.32
11,2021-11-15 6:00:00,13.12
12,2021-11-15 6:30:00,13.82
13,2021-11-15 7:00:00,15.04
14,2021-11-15 7:30:00,13.95
15,2021-11-15 8:00:00,13.47
16,2021-11-15 8:30:00,11.08
17,2021-11-15 9:00:00,10.3
18,2021-11-15 9:30:00,9.82
19,2021-11-15 10:00:00,9.09
20,2021-11-15 10:30:00,9.08
21,2021-11-15 11:00:00,9.08
22,2021-11-15 11:30:00,9.05
23,2021-11-15 12:00:00,9.04
24,2021-11-15 12:30:00,8.98
25,2021-11-15 13:00:00,9.03
26,2021-11-15 13:30:00,10.3
27,2021-11-15 14:00:00,17.42
28,2021-11-15 14:30:00,13.92
29,2021-11-15 15:00:00,20.1
30,2021-11-15 15:30:00,18.37
31,2021-11-15 16:00:00,28.79
32,2021-11-15 16:30:00,19.6
33,2021-11-15 17:00:00,39.47
34,2021-11-15 17:30:00,19.6
35,2021-11-15 18:00:00,19.6
36,2021-11-15 18:30:00,19.6
37,2021-11-15 19:00:00,11.67
38,2021-11-15 19:30:00,19.6
39,2021-11-15 20:00:00,20.98
40,2021-11-15 20:30:00,20.65
41,2021-11-15 21:00:00,19.58
42,2021-11-15 21:30:00,13.99
43,2021-11-15 22:00:00,13.48
44,2021-11-15 22:30:00,9.83
45,2021-11-15 23:00:00,8.53
46,2021-11-15 23:30:00,8.54
47,2021-11-16 00:00:00,7.8
