,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-10-05 0:30:00,30.0
1,2021-10-05 1:00:00,19.48
2,2021-10-05 1:30:00,15.0
3,2021-10-05 2:00:00,15.0
4,2021-10-05 2:30:00,15.0
5,2021-10-05 3:00:00,15.0
6,2021-10-05 3:30:00,14.89
7,2021-10-05 4:00:00,14.38
8,2021-10-05 4:30:00,15.0
9,2021-10-05 5:00:00,15.0
10,2021-10-05 5:30:00,20.0
11,2021-10-05 6:00:00,16.0
12,2021-10-05 6:30:00,12.01
13,2021-10-05 7:00:00,11.95
14,2021-10-05 7:30:00,12.01
15,2021-10-05 8:00:00,13.35
16,2021-10-05 8:30:00,11.88
17,2021-10-05 9:00:00,12.0
18,2021-10-05 9:30:00,15.0
19,2021-10-05 10:00:00,13.64
20,2021-10-05 10:30:00,28.28
21,2021-10-05 11:00:00,15.0
22,2021-10-05 11:30:00,27.65
23,2021-10-05 12:00:00,27.45
24,2021-10-05 12:30:00,15.0
25,2021-10-05 13:00:00,22.45
26,2021-10-05 13:30:00,30.0
27,2021-10-05 14:00:00,50.0
28,2021-10-05 14:30:00,42.3
29,2021-10-05 15:00:00,65.01
30,2021-10-05 15:30:00,36.6
31,2021-10-05 16:00:00,65.0
32,2021-10-05 16:30:00,44.03
33,2021-10-05 17:00:00,65.01
34,2021-10-05 17:30:00,50.0
35,2021-10-05 18:00:00,65.01
36,2021-10-05 18:30:00,65.02
37,2021-10-05 19:00:00,65.01
38,2021-10-05 19:30:00,50.0
39,2021-10-05 20:00:00,34.01
40,2021-10-05 20:30:00,32.81
41,2021-10-05 21:00:00,31.99
42,2021-10-05 21:30:00,37.36
43,2021-10-05 22:00:00,22.19
44,2021-10-05 22:30:00,25.17
45,2021-10-05 23:00:00,22.83
46,2021-10-05 23:30:00,18.92
47,2021-10-06 00:00:00,18.63
