,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-11-29 0:30:00,14.31
1,2021-11-29 1:00:00,13.68
2,2021-11-29 1:30:00,13.66
3,2021-11-29 2:00:00,13.61
4,2021-11-29 2:30:00,13.45
5,2021-11-29 3:00:00,13.68
6,2021-11-29 3:30:00,13.78
7,2021-11-29 4:00:00,13.61
8,2021-11-29 4:30:00,13.79
9,2021-11-29 5:00:00,13.97
10,2021-11-29 5:30:00,21.68
11,2021-11-29 6:00:00,30.32
12,2021-11-29 6:30:00,21.12
13,2021-11-29 7:00:00,39.99
14,2021-11-29 7:30:00,18.41
15,2021-11-29 8:00:00,39.99
16,2021-11-29 8:30:00,34.91
17,2021-11-29 9:00:00,35.0
18,2021-11-29 9:30:00,35.52
19,2021-11-29 10:00:00,20.57
20,2021-11-29 10:30:00,13.34
21,2021-11-29 11:00:00,12.63
22,2021-11-29 11:30:00,12.35
23,2021-11-29 12:00:00,11.95
24,2021-11-29 12:30:00,9.87
25,2021-11-29 13:00:00,9.17
26,2021-11-29 13:30:00,9.88
27,2021-11-29 14:00:00,21.0
28,2021-11-29 14:30:00,18.85
29,2021-11-29 15:00:00,35.56
30,2021-11-29 15:30:00,18.55
31,2021-11-29 16:00:00,18.41
32,2021-11-29 16:30:00,30.32
33,2021-11-29 17:00:00,34.99
34,2021-11-29 17:30:00,41.0
35,2021-11-29 18:00:00,35.89
36,2021-11-29 18:30:00,34.99
37,2021-11-29 19:00:00,30.1
38,2021-11-29 19:30:00,33.39
39,2021-11-29 20:00:00,30.0
40,2021-11-29 20:30:00,30.32
41,2021-11-29 21:00:00,29.2
42,2021-11-29 21:30:00,28.67
43,2021-11-29 22:00:00,14.33
44,2021-11-29 22:30:00,11.4
45,2021-11-29 23:00:00,11.27
46,2021-11-29 23:30:00,11.5
47,2021-11-30 00:00:00,11.74
