,éûçè,ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh)
0,2021-12-01 0:30:00,11.03
1,2021-12-01 1:00:00,16.16
2,2021-12-01 1:30:00,16.18
3,2021-12-01 2:00:00,16.16
4,2021-12-01 2:30:00,15.95
5,2021-12-01 3:00:00,16.16
6,2021-12-01 3:30:00,15.5
7,2021-12-01 4:00:00,15.61
8,2021-12-01 4:30:00,15.44
9,2021-12-01 5:00:00,16.16
10,2021-12-01 5:30:00,16.16
11,2021-12-01 6:00:00,16.17
12,2021-12-01 6:30:00,14.74
13,2021-12-01 7:00:00,17.02
14,2021-12-01 7:30:00,17.03
15,2021-12-01 8:00:00,17.03
16,2021-12-01 8:30:00,18.38
17,2021-12-01 9:00:00,28.27
18,2021-12-01 9:30:00,28.27
19,2021-12-01 10:00:00,17.26
20,2021-12-01 10:30:00,14.75
21,2021-12-01 11:00:00,13.82
22,2021-12-01 11:30:00,12.0
23,2021-12-01 12:00:00,11.37
24,2021-12-01 12:30:00,7.41
25,2021-12-01 13:00:00,7.41
26,2021-12-01 13:30:00,10.68
27,2021-12-01 14:00:00,11.21
28,2021-12-01 14:30:00,12.28
29,2021-12-01 15:00:00,15.35
30,2021-12-01 15:30:00,15.59
31,2021-12-01 16:00:00,17.12
32,2021-12-01 16:30:00,23.53
33,2021-12-01 17:00:00,28.17
34,2021-12-01 17:30:00,28.17
35,2021-12-01 18:00:00,27.64
36,2021-12-01 18:30:00,24.0
37,2021-12-01 19:00:00,22.11
38,2021-12-01 19:30:00,20.35
39,2021-12-01 20:00:00,17.03
40,2021-12-01 20:30:00,17.15
41,2021-12-01 21:00:00,15.65
42,2021-12-01 21:30:00,15.25
43,2021-12-01 22:00:00,15.96
44,2021-12-01 22:30:00,15.06
45,2021-12-01 23:00:00,13.21
46,2021-12-01 23:30:00,13.71
47,2021-12-02 00:00:00,12.0
